Title,fantasy,science,horror,thriller,mystery,detective,history,young,children
Blart II: The Boy Who Was Wanted Dead or Alive – or Both,0,0,0,0,0,0,0,0,1
Spilled Water,0,0,0,0,0,0,0,0,1
The Whispering Road,0,0,0,0,0,0,0,0,1
Fergus Crane,0,0,0,0,0,0,0,0,1
Two Bad Ants,0,0,0,0,0,0,0,0,1
Secrets at Sea,0,0,0,0,0,0,0,0,1
Little Brown Bushrat,0,0,0,0,0,0,0,0,1
Hugo Pepper,0,0,0,0,0,0,0,0,1
Shadow Forest,0,0,0,0,0,0,0,0,1
Ways to Live Forever,0,0,0,0,0,0,0,0,1
Escape from Mr. Lemoncello's Library,0,0,0,0,0,0,0,0,1
The Melting of Maggie Bean,0,0,0,0,0,0,0,0,1
Lost in the Barrens,0,0,0,0,0,0,0,0,1
The Last Wolf,0,0,0,0,0,0,0,0,1
The Firework-Maker's Daughter,0,0,0,0,0,0,0,0,1
Dmitri the Astronaut,0,0,0,0,0,0,0,0,1
Feather Boy,0,0,0,0,0,0,0,0,1
Alfie and His Secret Friend,0,0,0,0,0,0,0,0,1
Who's Scaring Alfie Atkins?,0,0,0,0,0,0,0,0,1
"Mera monster, Alfons!",0,0,0,0,0,0,0,0,1
Monstret i skåpet,0,0,0,0,0,0,0,0,1
Eddie och Maxon Jaxon,0,0,0,0,0,0,0,0,1
Eddie hittar guld,0,0,0,0,0,0,0,0,1
"Raska på, Alfons Åberg",0,0,0,0,0,0,0,0,1
Esio Trot,0,0,0,0,0,0,0,0,1
Den vita stenen,0,0,0,0,0,0,0,0,1
"Loranga, Masarin och Dartanjang",0,0,0,0,0,0,0,0,1
"Good Night, Alfie Atkins",0,0,0,0,0,0,0,0,1
"You're a Sly One, Alfie Atkins!",0,0,0,0,0,0,0,0,1
Mimi Gets a Grandpa,0,0,0,0,0,0,0,0,1
Där går Tjuv-Alfons!,0,0,0,0,0,0,0,0,1
Lycklige Alfons Åberg,0,0,0,0,0,0,0,0,1
In the Ceiling the Stars Are Shining,0,0,0,0,0,0,0,0,1
The Star of Kazan,0,0,0,0,0,0,0,0,1
"You Have a Girlfriend, Alfie Atkins",0,0,0,0,0,0,0,0,1
"Is that a Monster, Alfie Atkins?",0,0,0,0,0,0,0,0,1
Mimi and the Biscuit Factory,0,0,0,0,0,0,0,0,1
Vi smyger på Enok,0,0,0,0,0,0,0,0,1
"The Squire, His Knight, and His Lady",0,0,0,0,0,0,1,0,1
Skräcknatten i Fasenbo,0,0,1,0,0,0,0,0,1
Z for Zachariah,0,1,0,0,0,0,0,0,1
Familjen Anderssons sjuka jul,0,0,0,0,0,0,0,1,1
The Secret of the Third Watch,0,0,0,0,0,0,0,1,1
Revenge in the Silent Tomb,0,0,0,0,0,0,0,1,1
Escape from Raven Castle,0,0,0,0,0,0,0,1,1
Agent 13: The Serpentine Assassin,0,0,0,0,0,0,0,1,1
Trapped in the USSR,0,0,0,0,0,0,0,1,1
Pursuit of the Deadly Diamonds,0,0,0,0,0,0,0,1,1
Duel for the Samurai Sword,0,0,0,0,0,0,0,1,1
Evil in Paradise,0,0,0,0,0,0,0,1,1
Sadako and the Thousand Paper Cranes,0,0,0,0,0,0,0,0,1
Everyone Poops,0,0,0,0,0,0,0,0,1
Goodnight Mister Tom,0,0,0,0,0,0,1,0,1
The City of Ember,0,1,0,0,0,0,0,0,1
Footer Davis Probably Is Crazy,0,0,0,0,0,0,0,1,1
The Prince and the Pauper,0,0,0,0,0,0,0,0,1
Stowaway to the Mushroom Planet,0,1,0,0,0,0,0,0,1
Mr. Bass's Planetoid,0,1,0,0,0,0,0,0,1
Jewels from the Moon,0,1,0,0,0,0,0,0,1
Time and Mr. Bass,0,1,0,0,0,0,0,0,1
The Wonderful Flight to the Mushroom Planet,0,1,0,0,0,0,0,0,1
A Mystery for Mr. Bass,0,1,0,0,0,0,0,0,1
Dustbin Baby,0,0,0,0,0,0,0,1,1
The Mousehole Cat,0,0,0,0,0,0,0,0,1
The Shrinking of Treehorn,0,0,0,0,0,0,0,0,1
Neem the Half-Boy,0,0,0,0,0,0,0,0,1
The Man with Bad Manners,0,0,0,0,0,0,0,0,1
The Silly Chicken,0,0,0,0,0,0,0,0,1
Roller Skates,0,0,0,0,0,0,0,0,1
Wombat Divine,0,0,0,0,0,0,0,0,1
A Wish for Wings That Work,0,0,0,0,0,0,0,0,1
The Silver Sword,0,0,0,0,0,0,0,0,1
"Panda Bear, Panda Bear, What Do You See?",0,0,0,0,0,0,0,0,1
The British Railway series,0,0,0,0,0,0,0,0,1
Fungus the Bogeyman,0,0,0,0,0,0,0,0,1
Hachiko Waits,0,0,0,0,0,0,0,1,1
Dear Blue Sky,0,0,0,0,0,0,0,0,1
Sora Iro no Tane,0,0,0,0,0,0,0,0,1
Strawberry Girl,0,0,0,0,0,0,0,0,1
Ellen Tebbits,0,0,0,0,0,0,0,0,1
Spaceship Medic,0,1,0,0,0,0,0,0,1
I natt rømmer vi,0,0,0,0,0,0,0,0,1
Strange Happenings: Weird Tales of Science Fiction and the Supernatural,0,0,0,0,0,0,0,0,1
I Like Pumpkins,0,0,0,0,0,0,0,0,1
Frog and the Birdsong,0,0,0,0,0,0,0,0,1
Swallowdale,0,0,0,0,0,0,0,0,1
We Didn't Mean to Go to Sea,0,0,0,0,0,0,0,0,1
"Mango, Abuela, and Me",0,0,0,0,0,0,0,0,1
The Poky Little Puppy,0,0,0,0,0,0,0,0,1
Coot Club,0,0,0,0,0,0,0,0,1
The Picts and the Martyrs,0,0,0,0,0,0,0,0,1
The Castle in the Attic,0,0,0,0,0,0,0,0,1
The Princes and the Treasure,0,0,0,0,0,0,0,0,1
The Fighting Ground,0,0,0,0,0,0,1,0,1
Dovey Coe,0,0,0,0,0,0,0,0,1
The Sly Old Cat,0,0,0,0,0,0,0,0,1
A Little Princess,0,0,0,0,0,0,0,0,1
The Tale of Pigling Bland,0,0,0,0,0,0,0,0,1
A Bad Case of Stripes,0,0,0,0,0,0,0,0,1
The Story of Little Black Sambo,0,0,0,0,0,0,0,0,1
Dinner at Alberta's,0,0,0,0,0,0,0,0,1
Chitty-Chitty-Bang-Bang,0,0,0,0,0,0,0,0,1
The Tale of Benjamin Bunny,0,0,0,0,0,0,0,0,1
The Tailor of Gloucester,0,0,0,0,0,0,0,0,1
The Ant and the Elephant,0,0,0,0,0,0,0,0,1
Mr. Tickle,0,0,0,0,0,0,0,0,1
Dorothy and the Wizard in Oz,0,0,0,0,0,0,0,0,1
The Tale of Tom Kitten,0,0,0,0,0,0,0,0,1
The Tale of Samuel Whiskers or The Roly-Poly Pudding,0,0,0,0,0,0,0,0,1
Black Like Kyra White Like Me,0,0,0,0,0,0,0,0,1
The Story of a Fierce Bad Rabbit,0,0,0,0,0,0,0,0,1
The Tale of Mrs. Tittlemouse,0,0,0,0,0,0,0,0,1
The Tale of Mrs. Tiggy-Winkle,0,0,0,0,0,0,0,0,1
The Island on Bird Street,0,0,0,0,0,0,0,0,1
The Getting of Wisdom,0,0,0,0,0,0,0,0,1
The Sign of the Seahorse,0,0,0,0,0,0,0,0,1
The Tale of Jemima Puddle-Duck,0,0,0,0,0,0,0,0,1
The Tale of the Flopsy Bunnies,0,0,0,0,0,0,0,0,1
The Story of Miss Moppet,0,0,0,0,0,0,0,0,1
The Tale of Ginger and Pickles,0,0,0,0,0,0,0,0,1
The Crazy Man,0,0,0,0,0,0,0,0,1
The Enchanted Castle,0,0,0,0,0,0,0,0,1
The Animal Family,0,0,0,0,0,0,0,0,1
The Adventures of Tom Sawyer,0,0,0,0,0,0,0,0,1
Snail Mail No More,0,0,0,0,0,0,0,0,1
"Eleven Kids, One Summer",0,0,0,0,0,0,0,0,1
The Music of Dolphins,0,0,0,0,0,0,0,0,1
Jake's Tower,0,0,0,0,0,0,0,0,1
"Ten Kids, No Pets",0,0,0,0,0,0,0,0,1
P.S. Longer Letter Later,0,0,0,0,0,0,0,0,1
Kiss the Dust,0,0,0,0,0,0,0,0,1
Red Sky in the Morning,0,0,0,0,0,0,0,0,1
Pigeon Post,0,0,0,0,0,0,0,0,1
No Boats on Bannermere,0,0,0,0,0,0,0,0,1
Ungifted,0,0,0,0,0,0,0,0,1
Young Samurai: The Way of the Sword,0,0,0,0,0,0,0,0,1
Through the Looking-Glass,0,0,0,0,0,0,0,0,1
Young Samurai: The Way of the Warrior,0,0,0,0,0,0,0,0,1
The Death-Defying Pepper Roux,0,0,0,0,0,0,0,0,1
The Stamp Collector,0,0,0,0,0,0,0,0,1
Charley Skedaddle,0,0,0,0,0,0,0,0,1
Flip-Flop Girl,0,0,0,0,0,0,0,0,1
Johnny Mackintosh and the Spirit of London,0,1,0,0,0,0,0,1,1
Because of Mr. Terupt,0,0,0,0,0,0,0,0,1
Winter Holiday,0,0,0,0,0,0,0,0,1
Dot and Tot of Merryland,0,0,0,0,0,0,0,0,1
Mick Harte Was Here,0,0,0,0,0,0,0,0,1
Preacher's Boy,0,0,0,0,0,0,1,0,1
Of Nightingales That Weep,0,0,0,0,0,0,1,0,1
Annie and the Old One,0,0,0,0,0,0,0,0,1
Sing Down the Moon,0,0,0,0,0,0,1,0,1
After Tupac and D Foster,0,0,0,0,0,0,0,0,1
Moon Over Manifest,0,0,0,0,0,0,1,0,1
Miracles on Maple Hill,0,0,0,0,0,0,1,0,1
Song of the Trees,0,0,0,0,0,0,1,0,1
The Master Puppeteer,0,0,0,0,0,0,1,0,1
Only You Can Save Mankind,0,1,0,0,0,0,0,0,1
Johnny and the Bomb,0,1,0,0,0,0,0,0,1
Zathura,0,1,0,0,0,0,0,0,1
Alabama Moon,0,0,0,0,0,0,0,1,1
The Bears' Famous Invasion of Sicily,0,0,0,0,0,0,0,0,1
The Mum Minder,0,0,0,0,0,0,0,0,1
The Voyages of Doctor Dolittle,0,0,0,0,0,0,0,0,1
The Patchwork Girl of Oz,0,0,0,0,0,0,0,0,1
Vampirates: Black Heart,0,0,0,0,0,0,0,0,1
No Time Like Show Time,0,0,0,0,0,0,0,0,1
The Doll People,0,0,0,0,0,0,0,0,1
Tales of a Fourth Grade Nothing,0,0,0,0,0,0,0,0,1
The Great Gilly Hopkins,0,0,0,0,0,0,0,0,1
Superfudge,0,0,0,0,0,0,0,0,1
Kabumpo in Oz,0,0,0,0,0,0,0,0,1
Tik-Tok of Oz,0,0,0,0,0,0,0,0,1
Defining Dulcie,0,0,0,0,0,0,0,0,1
The Secret of Terror Castle,0,0,0,0,0,0,0,0,1
Sixth Grade Secrets,0,0,0,0,0,0,0,0,1
Ralph S. Mouse,0,0,0,0,0,0,0,0,1
The Illustrated Mum,0,0,0,0,0,0,0,0,1
Harold and the Purple Crayon,0,0,0,0,0,0,0,0,1
Celia en el colegio,0,0,0,0,0,0,0,0,1
Ramona and Her Mother,0,0,0,0,0,0,0,0,1
Doctor Dolittle in the Moon,0,0,0,0,0,0,0,0,1
The Tin Woodman of Oz,0,0,0,0,0,0,0,0,1
The Voyage of QV66,0,0,0,0,0,0,0,0,1
Vampirates: Blood Captain,0,0,0,0,0,0,0,0,1
The Lottie Project,0,0,0,0,0,0,0,0,1
Ramona and Her Father,0,0,0,0,0,0,0,0,1
The Minpins,0,0,0,0,0,0,0,0,1
Emerald Star,0,0,0,0,0,0,0,0,1
Ordinary Jack,0,0,0,0,0,0,0,0,1
The Otterbury Incident,0,0,0,0,0,0,0,0,1
Sapphire Battersea,0,0,0,0,0,0,0,0,1
Sky Island,0,0,0,0,0,0,0,0,1
Dot and the Kangaroo,0,0,0,0,0,0,0,0,1
The Mystery of Banshee Towers,0,0,0,0,0,0,0,0,1
The Wheel on the School,0,0,0,0,0,0,0,0,1
Secrets in the Fire,0,0,0,0,0,0,0,0,1
The Velveteen Rabbit,0,0,0,0,0,0,0,0,1
The Moffats,0,0,0,0,0,0,0,0,1
Young Fu of the Upper Yangtze,0,0,0,0,0,0,0,0,1
There's a Boy in the Girls' Bathroom,0,0,0,0,0,0,0,0,1
Ramona the Brave,0,0,0,0,0,0,0,0,1
Ginger Pye,0,0,0,0,0,0,0,0,1
Comet in Moominland,0,0,0,0,0,0,0,0,1
A Grass Rope,0,0,0,0,0,0,0,0,1
Return to Gone-Away,0,0,0,0,0,0,0,0,1
The Cowardly Lion of Oz,0,0,0,0,0,0,0,0,1
Otto of the Silver Hand,0,0,0,0,0,0,0,0,1
Harry and the Wrinklies,0,0,0,0,0,0,0,0,1
Becoming Naomi León,0,0,0,0,0,0,0,0,1
Missing May,0,0,0,0,0,0,0,0,1
Gone-Away Lake,0,0,0,0,0,0,0,0,1
The Day My Bum Went Psycho,0,0,0,0,0,0,0,0,1
Goggle-Eyes,0,0,0,0,0,0,0,0,1
Ramona the Pest,0,0,0,0,0,0,0,0,1
Jack Pumpkinhead of Oz,0,0,0,0,0,0,0,0,1
The Ghost Belonged to Me,0,0,0,0,0,0,0,0,1
The Gnome King of Oz,0,0,0,0,0,0,0,0,1
"Hitty, Her First Hundred Years",0,0,0,0,0,0,0,0,1
Moominvalley in November,0,0,0,0,0,0,0,0,1
Hunter in the Dark,0,0,0,0,0,0,0,0,1
Grampa in Oz,0,0,0,0,0,0,0,0,1
Jeremy Fink and the Meaning of Life,0,0,0,0,0,0,0,0,1
Where the Streets Had a Name,0,0,0,0,0,0,0,0,1
Doctor Dolittle's Garden,0,0,0,0,0,0,0,0,1
The Twenty-One Balloons,0,0,0,0,0,0,0,0,1
The Lost Princess of Oz,0,0,0,0,0,0,0,0,1
The Hungry Tiger of Oz,0,0,0,0,0,0,0,0,1
Rinkitink in Oz,0,0,0,0,0,0,0,0,1
The Vicar of Nibbleswicke,0,0,0,0,0,0,0,0,1
The Secret Garden,0,0,0,0,0,0,0,0,1
The Scarecrow of Oz,0,0,0,0,0,0,0,0,1
The Road to Oz,0,0,0,0,0,0,0,0,1
The Marvelous Land of Oz,0,0,0,0,0,0,0,0,1
The Magic of Oz,0,0,0,0,0,0,0,0,1
Anne of Windy Poplars,0,0,0,0,0,0,0,0,1
The Higher Power of Lucky,0,0,0,0,0,0,0,0,1
Waterless Mountain,0,0,0,0,0,0,0,0,1
Creature in the Teacher,0,0,0,0,0,0,0,0,1
The House of Sixty Fathers,0,0,0,0,0,0,0,0,1
The Worry Website,0,0,0,0,0,0,0,0,1
Girls under Pressure,0,0,0,0,0,0,0,0,1
Ten Things I Hate About Me,0,0,0,0,0,0,0,0,1
Summer of the Monkeys,0,0,0,0,0,0,0,0,1
"The 35th of May, or Conrad's Ride to the South Seas",0,0,0,0,0,0,0,0,1
Doctor Dolittle's Circus,0,0,0,0,0,0,0,0,1
Time Stops for No Mouse,0,0,0,0,0,0,0,0,1
Rebecca of Sunnybrook Farm,0,0,0,0,0,0,0,0,1
By the Great Horn Spoon!,0,0,0,0,0,0,0,0,1
Iggie's House,0,0,0,0,0,0,0,0,1
Finn Family Moomintroll,0,0,0,0,0,0,0,0,1
Moominland Midwinter,0,0,0,0,0,0,0,0,1
Shadow of a Bull,0,0,0,0,0,0,0,0,1
The Secret World of Og,0,0,0,0,0,0,0,0,1
The Thing About Jellyfish,0,0,0,0,0,0,0,0,1
The House at Pooh Corner,0,0,0,0,0,0,0,0,1
"Gay Neck, the Story of a Pigeon",0,0,0,0,0,0,0,0,1
The Mystery of Holly Lane,0,0,0,0,0,0,0,0,1
Time to Smell the Roses,0,0,0,0,0,0,0,0,1
Smoky the Cowhorse,0,0,0,0,0,0,0,0,1
Glinda of Oz,0,0,0,0,0,0,0,0,1
The Moomins and the Great Flood,0,0,0,0,0,0,0,0,1
The Mystery of the Stuttering Parrot,0,0,0,0,0,0,0,0,1
"Sarah, Plain and Tall",0,0,0,0,0,0,0,0,1
Celia en el mundo,0,0,0,0,0,0,0,0,1
"Jennifer, Hecate, Macbeth, William McKinley, and Me, Elizabeth",0,0,0,0,0,0,0,0,1
The Report Card,0,0,0,0,0,0,0,0,1
Marianne and Mark,0,0,0,0,0,0,0,0,1
Moominsummer Madness,0,0,0,0,0,0,0,0,1
A Pack of Lies,0,0,0,0,0,0,0,0,1
Dobry,0,0,0,0,0,0,0,0,1
"It's Like This, Cat",0,0,0,0,0,0,0,0,1
Otherwise Known as Sheila the Great,0,0,0,0,0,0,0,0,1
The View from Saturday,0,0,0,0,0,0,0,0,1
The Emerald City of Oz,0,0,0,0,0,0,0,0,1
The Dare Game,0,0,0,0,0,0,0,0,1
The Starlight Barking,0,0,0,0,0,0,0,0,1
The Whipping Boy,0,0,0,0,0,0,0,0,1
The Mystery of the Missing Man,0,0,0,0,0,0,0,0,1
The Twits,0,0,0,0,0,0,0,0,1
Liar  &  Spy,0,0,0,0,0,0,0,0,1
The Trumpet of the Swan,0,0,0,0,0,0,0,0,1
Bernard the Brave,0,0,0,0,0,0,0,0,1
...And Now Miguel,0,0,0,0,0,0,0,0,1
The Bushbabies,0,0,0,0,0,0,0,0,1
Miss Hickory,0,0,0,0,0,0,0,0,1
The Tide Knot,0,0,0,0,0,0,0,0,1
Flambards in Summer,0,0,0,0,0,0,0,0,1
A Girl Named Disaster,0,0,0,0,0,0,0,0,1
Fudge-a-Mania,0,0,0,0,0,0,0,0,1
The Royal Book of Oz,0,0,0,0,0,0,0,0,1
Ozma of Oz,0,0,0,0,0,0,0,0,1
Vampirates: Empire of Night,0,0,0,0,0,0,0,0,1
No More Dead Dogs,0,0,0,0,0,0,0,0,1
Mr. Popper's Penguins,0,0,0,0,0,0,0,0,1
When the Robbers Came to Cardamom Town,0,0,0,0,0,0,0,0,1
Secret of the Andes,0,0,0,0,0,0,1,0,1
"Carry On, Mr. Bowditch",0,0,0,0,0,0,0,0,1
Freddy and the Perilous Adventure,0,0,0,0,0,0,0,0,1
Freddy the Pied Piper,0,0,0,0,0,0,0,0,1
Freddy and the Bean Home News,0,0,0,0,0,0,0,0,1
Freddy the Pilot,0,0,0,0,0,0,0,0,1
Freddy and the Baseball Team from Mars,0,0,0,0,0,0,0,0,1
Freddy Plays Football,0,0,0,0,0,0,0,0,1
Freddy and the Men from Mars,0,0,0,0,0,0,0,0,1
Freddy Goes Camping,0,0,0,0,0,0,0,0,1
Freddy and Simon the Dictator,0,0,0,0,0,0,0,0,1
Freddy and the Dragon,0,0,0,0,0,0,0,0,1
Freddy and Mr. Camphor,0,0,0,0,0,0,0,0,1
Freddy the Magician,0,0,0,0,0,0,0,0,1
Freddy the Politician,0,0,0,0,0,0,0,0,1
Freddy Rides Again,0,0,0,0,0,0,0,0,1
Freddy and the Ignormus,0,0,0,0,0,0,0,0,1
Ruby Holler,0,0,0,0,0,0,0,0,1
The Magic Pudding,0,0,0,0,0,0,0,0,1
The God Beneath the Sea,0,0,0,0,0,0,0,0,1
Julie's Wolf Pack,0,0,0,0,0,0,0,0,1
Vespers Rising,0,0,0,0,0,0,0,0,1
The Emperor's Code,0,0,0,0,0,0,0,0,1
The Medusa Plot,0,0,0,0,0,0,0,0,1
The Viper's Nest,0,0,0,0,0,0,0,0,1
One False Note,0,0,0,0,0,0,0,0,1
A King's Ransom,0,0,0,0,0,0,0,0,1
The Big Six,0,0,0,0,0,0,0,0,1
At the Back of the North Wind,0,0,0,0,0,0,0,0,1
The Grange at High Force,0,0,0,0,0,0,0,0,1
My Side of the Mountain,0,0,0,0,0,0,0,0,1
Here Lies Arthur,0,0,0,0,0,0,1,0,1
The Root Cellar,0,0,0,0,0,0,1,0,1
Somewhere Around the Corner,0,0,0,0,0,0,1,0,1
A Year Down Yonder,0,0,0,0,0,0,1,0,1
The Wool-Pack,0,0,0,0,0,0,1,0,1
The Hollow Tree,0,0,0,0,0,0,1,0,1
The Diamond of Drury Lane,0,0,0,0,0,0,1,0,1
"Fire, Bed, and Bone",0,0,0,0,0,0,1,0,1
The Bronze Bow,0,0,0,0,0,0,1,0,1
The Load of Unicorn,0,0,0,0,0,0,1,0,1
Adam of the Road,0,0,0,0,0,0,1,0,1
Carrie's War,0,0,0,0,0,0,1,0,1
Letters from Rifka,0,0,0,0,0,0,1,0,1
Bog Child,0,0,0,0,1,0,1,0,1
The Midwife's Apprentice,0,0,0,0,0,0,1,0,1
The London Eye Mystery,0,0,0,0,1,0,0,0,1
The Tattooed Potato and Other Clues,0,0,0,0,1,0,0,0,1
The Calder Game,0,0,0,0,1,0,0,0,1
Gilda Joyce: The Ladies of the Lake,0,0,0,0,1,0,0,0,1
Where the Wild Things Are,0,0,0,0,0,0,0,0,1
That Pesky Rat,0,0,0,0,0,0,0,0,1
Many Moons,0,0,0,0,0,0,0,0,1
The Rooster Crows,0,0,0,0,0,0,0,0,1
The Jolly Postman,0,0,0,0,0,0,0,0,1
The Three Little Wolves and the Big Bad Pig,0,0,0,0,0,0,0,0,1
The Edge of the Cloud,0,0,0,0,0,0,1,0,1
The Million Dollar Kick,0,0,0,0,0,0,0,0,1
Soccer Comes First,0,0,0,0,0,0,0,0,1
The Long Secret,0,0,0,1,0,0,0,0,1
Harriet the Spy,0,0,0,1,0,0,0,0,1
The Scarecrows,0,0,0,0,0,0,0,0,1
Visitors from London,0,0,0,0,0,0,0,0,1
We Couldn't Leave Dinah,0,0,0,0,0,0,0,0,1
Came Back to Show You I Could Fly,0,0,0,0,0,0,0,1,1
They Came on Viking Ships,0,0,0,0,0,0,1,0,1
The Mark of the Horse Lord,0,0,0,0,0,0,1,0,1
Knight Crusader,0,0,0,0,0,0,1,0,1
The Stronghold,0,0,0,0,0,0,1,0,1
The Exeter Blitz,0,0,0,0,0,0,1,0,1
I Am David,0,0,0,0,0,0,1,0,1
Calico Captive,0,0,0,0,0,0,1,0,1
The Witch of Blackbird Pond,0,0,0,0,0,0,1,0,1
Vampirates: Tide of Terror,0,0,1,0,0,0,0,0,1
Hairy Maclary's Bone,0,0,0,0,0,0,0,0,1
Shadow Wave,0,0,0,1,0,0,0,0,1
Brigands M.C.,0,0,0,1,0,0,0,0,1
Crispin: At the Edge of the World,0,0,0,0,0,0,1,0,1
The Matchlock Gun,0,0,0,0,0,0,1,0,1
Crispin: The End of Time,0,0,0,0,0,0,1,0,1
The Mysterious Benedict Society and the Prisoner's Dilemma,0,0,0,0,0,0,0,1,1
Danger Along the Ohio,0,0,0,0,0,0,1,0,1
Dragonwings,0,0,0,0,0,0,1,0,1
Lee and Grant at Appomattox,0,0,0,0,0,0,1,0,1
Danger in the Darkest Hour,0,0,0,0,0,0,1,0,1
The Wednesday Wars,0,0,0,0,0,0,1,0,1
Fil and Filippa: Story of Child Life in the Philippines,0,0,0,0,0,0,1,0,1
Crusade in Jeans,0,0,0,0,0,0,1,0,1
A Night in Terror Tower,0,0,1,0,0,0,0,0,1
The Werewolf of Fever Swamp,0,0,1,0,0,0,0,0,1
The Haunting Hour: Chills in the Dead of Night,0,0,1,0,0,0,0,0,1
One Day at HorrorLand,0,0,1,0,0,0,0,0,1
The Haunted Mask,0,0,1,0,0,0,0,0,1
Murder Most Unladylike,0,0,0,0,1,0,0,0,1
Casper the Commuting Cat,0,0,0,0,0,0,0,0,1
Losing Joe's Place,0,0,0,0,0,0,0,0,1
The Kite Fighters,0,0,0,0,0,0,0,0,1
Milagros: Girl from Away,0,0,0,0,0,0,0,0,1
The Family Conspiracy,0,0,0,0,0,0,0,0,1
Tiger in the Bush,0,0,0,0,0,0,0,0,1
Family Moving Day,0,0,0,0,0,0,0,0,1
Verity of Sydney Town,0,0,0,0,0,0,0,0,1
Bread and Honey,0,0,0,0,0,0,0,0,1
The Crooked Snake,0,0,0,0,0,0,0,0,1
King  &  King,0,0,0,0,0,0,0,0,1
The Adventures of Danny Meadow Mouse,0,0,0,0,0,0,0,0,1
George Washington's Socks,0,0,0,0,0,0,0,0,1
The Little Lame Prince and his Travelling Cloak,0,0,0,0,0,0,0,0,1
Lillipilly Hill,0,0,0,0,0,0,0,0,1
Sophie's Misfortunes,0,0,0,0,0,0,0,0,1
Grandpa's Great Escape,0,0,0,0,0,0,0,0,1
Awful Auntie,0,0,0,0,0,0,0,0,1
The Adventures of Paddy the Beaver,0,0,0,0,0,0,0,0,1
The Story of Holly and Ivy,0,0,0,0,0,0,0,0,1
Blaze of Silver,0,0,0,0,0,0,0,0,1
Periwinkle at the Full Moon Ball,0,0,0,0,0,0,0,0,1
Good Luck to the Rider,0,0,0,0,0,0,0,0,1
Christina's Ghost,0,0,0,0,0,0,0,0,1
7×7 Tales of a Sevensleeper,0,0,0,0,0,0,0,0,1
Weedflower,0,0,0,0,0,0,0,0,1
The Art Lesson,0,0,0,0,0,0,0,0,1
When Jays Fly to Barbmo,0,0,0,0,0,0,0,0,1
Sea Menace,0,0,0,0,0,0,0,0,1
Whalers of the Midnight Sun,0,0,0,0,0,0,0,0,1
Achtste-groepers huilen niet,0,0,0,0,0,0,0,0,1
Tía Isa Wants a Car,0,0,0,0,0,0,0,0,1
101 Ways to Bug Your Teacher,0,0,0,0,0,0,0,0,1
Freaky Friday,0,0,0,0,0,0,0,0,1
Bronze and Sunflower,0,0,0,0,0,0,0,0,1
Ayesha's Rainbow,0,0,0,0,0,0,0,0,1
Snow Treasure,0,0,0,0,0,0,1,0,1
The Hundred Dresses,0,0,0,0,0,0,0,0,1
The House of Dies Drear,0,0,0,0,1,0,0,0,1
A Valley Grows Up,0,0,0,0,0,0,1,0,1
Wildwood Imperium,0,0,0,0,0,0,0,0,1
The Meanest Doll in the World,0,0,0,0,0,0,0,0,1
Under Wildwood,0,0,0,0,0,0,0,0,1
Indigo Blue,0,0,0,0,0,0,0,0,1
The Circus Is Coming,0,0,0,0,0,0,0,0,1
Public Enemy Number Two,0,0,0,0,0,0,0,0,1
Ivan's Appeal,0,0,0,0,0,0,0,0,1
The Magic Walking Stick,0,0,0,0,0,0,0,0,1
White Boots,0,0,0,0,0,0,0,0,1
The Wild Girls,0,0,0,0,0,0,0,0,1
The Painted Garden,0,0,0,0,0,0,0,0,1
The Good Dog,0,0,0,0,0,0,0,0,1
Ida B.,0,0,0,0,0,0,0,0,1
First Boy,0,0,0,0,0,0,0,0,1
Lily Alone,0,0,0,0,0,0,0,0,1
Awake and Dreaming,0,0,0,0,0,0,0,0,1
Lottie and Lisa,0,0,0,0,0,0,0,0,1
My Sister Jodie,0,0,0,0,0,0,0,0,1
These Happy Golden Years,0,0,0,0,0,0,0,0,1
Little Town on the Prairie,0,0,0,0,0,0,0,0,1
By the Shores of Silver Lake,0,0,0,0,0,0,0,0,1
On the Banks of Plum Creek,0,0,0,0,0,0,0,0,1
Little House in the Big Woods,0,0,0,0,0,0,0,0,1
Farmer Boy,0,0,0,0,0,0,0,0,1
The Golden Goblet,0,0,0,0,0,0,1,0,1
Bows against the Barons,0,0,0,0,0,0,1,0,1
The Computer Nut,0,0,0,0,0,0,0,0,1
Bunnicula: A Rabbit-Tale of Mystery,0,0,0,0,1,0,0,0,1
The Day of the Pelican,0,0,0,0,0,0,0,0,1
Zoobreak,0,0,0,0,1,0,0,0,1
Mrs. Frisby and the Rats of NIMH,1,1,0,0,0,0,0,0,1
The Sea of Trolls,1,0,0,0,0,0,0,1,1
Journey to the River Sea,0,0,0,0,0,0,0,0,1
An Acquaintance with Darkness,0,0,0,0,0,0,1,0,1
The Ragwitch,1,0,0,0,0,0,0,1,1
A Confusion of Princes,1,1,0,0,0,0,0,1,1
"Yours Turly, Shirley",0,0,0,0,0,0,0,0,1
Olive's Ocean,0,0,0,0,0,0,0,0,1
Wintle's Wonders,0,0,0,0,0,0,0,0,1
Hills End,0,0,0,0,0,0,0,0,1
Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,0,0,0,0,0,0,0,0,1
George's Marvellous Medicine,0,0,0,0,0,0,0,0,1
The Magician's Elephant,0,0,0,0,0,0,0,0,1
Dawn Undercover,0,0,0,0,0,0,0,0,1
Karolcia,0,0,0,0,0,0,0,0,1
The Good Master,0,0,0,0,0,0,0,0,1
